0000 - *CLS             *CLS        :*CLS
01D6 - PERiod?          PER?        :MEASure:PERiod?
01D7 - PREShoot?        PRES?       :MEASure:PREShoot?
01D8 - PWIDth?          PWID?       :MEASure:PWIDth?
01D9 - VAMP?            VAMP?       :MEASure:VAMP?
01DA - VAVG?            VAVG?       :MEASure:VAVG?
01DB - VBASe?           VBAS?       :MEASure:VBASe?
01DC - VMAX?            VMAX?       :MEASure:VMAX?
01DD - VMIN?            VMIN?       :MEASure:VMIN?
01DE - VPP?             VPP?        :MEASure:VPP?
01DF - VRMS?            VRMS?       :MEASure:VRMS?
01E0 - VTOP?            VTOP?       :MEASure:VTOP?
01E1 - RTIMe?           RTIM?       :MEASure:RTIMe?
01E2 - RDELay?          RDEL?       :MEASure:RDELay?
01E3 - RPHase?          RPH?        :MEASure:RPHase?
01E4 - MAX              MAX         :MEASure:SETup:MAX
01E5 - MAX?             MAX?        :MEASure:SETup:MAX?
01E6 - MID              MID         :MEASure:SETup:MID
01E7 - MID?             MID?        :MEASure:SETup:MID?
01E8 - MIN              MIN         :MEASure:SETup:MIN
01E9 - MIN?             MIN?        :MEASure:SETup:MIN?
01EA - TYPE             TYPE        :MEASure:SETup:TYPE
01EB - TYPE?            TYPE?       :MEASure:SETup:TYPE?
01EC - PSA              PSA         :MEASure:SETup:PSA
01ED - PSA?             PSA?        :MEASure:SETup:PSA?
01EE - PSB              PSB         :MEASure:SETup:PSB
01EF - PSB?             PSB?        :MEASure:SETup:PSB?
01F0 - DSA              DSA         :MEASure:SETup:DSA
01F1 - DSA?             DSA?        :MEASure:SETup:DSA?
01F2 - DSB              DSB         :MEASure:SETup:DSB
01F3 - DSB?             DSB?        :MEASure:SETup:DSB?
01F4 - DISPlay          DISP        :MEASure:STATistic:DISPlay
01F5 - DISPlay?         DISP?       :MEASure:STATistic:DISPlay?
01F6 - RESet            RES         :MEASure:STATistic:RESet
01F7 - MODE             MODE        :MEASure:STATistic:MODE
01F8 - MODE?            MODE?       :MEASure:STATistic:MODE?
01F9 - SOURce           SOUR        :MEASure:SOURce
01FA - SOURce?          SOUR?       :MEASure:SOURce?
01FB - DISPlay          DISP        :MEASure:HISTory:DISPlay
01FC - DISPlay?         DISP?       :MEASure:HISTory:DISPlay?
01FD - DMODe            DMOD        :MEASure:HISTory:DMODe
01FE - DMODe?           DMOD?       :MEASure:HISTory:DMODe?
0200 - SMAXimum?        SMAX?       :MEASure:FDELay:SMAXimum?
0201 - SMINimum?        SMIN?       :MEASure:FDELay:SMINimum?
0202 - SCURrent?        SCUR?       :MEASure:FDELay:SCURrent?
0203 - SAVerage?        SAV?        :MEASure:FDELay:SAVerage?
0204 - SDEViation?      SDEV?       :MEASure:FDELay:SDEViation?
0205 - SMAXimum         SMAX        :MEASure:FDELay:SMAXimum
0206 - SMINimum         SMIN        :MEASure:FDELay:SMINimum
0207 - SCURrent         SCUR        :MEASure:FDELay:SCURrent
0208 - SAVerage         SAV         :MEASure:FDELay:SAVerage
0209 - SDEViation       SDEV        :MEASure:FDELay:SDEViation
020B - SMAXimum?        SMAX?       :MEASure:FPHase:SMAXimum?
020C - SMINimum?        SMIN?       :MEASure:FPHase:SMINimum?
020D - SCURrent?        SCUR?       :MEASure:FPHase:SCURrent?
020E - SAVerage?        SAV?        :MEASure:FPHase:SAVerage?
020F - SDEViation?      SDEV?       :MEASure:FPHase:SDEViation?
0210 - SMAXimum         SMAX        :MEASure:FPHase:SMAXimum
0211 - SMINimum         SMIN        :MEASure:FPHase:SMINimum
0212 - SCURrent         SCUR        :MEASure:FPHase:SCURrent
0213 - SAVerage         SAV         :MEASure:FPHase:SAVerage
0214 - SDEViation       SDEV        :MEASure:FPHase:SDEViation
0216 - SMAXimum?        SMAX?       :MEASure:FREQuency:SMAXimum?
0217 - SMINimum?        SMIN?       :MEASure:FREQuency:SMINimum?
0218 - SCURrent?        SCUR?       :MEASure:FREQuency:SCURrent?
0219 - SAVerage?        SAV?        :MEASure:FREQuency:SAVerage?
021A - SDEViation?      SDEV?       :MEASure:FREQuency:SDEViation?
021B - SMAXimum         SMAX        :MEASure:FREQuency:SMAXimum
021C - SMINimum         SMIN        :MEASure:FREQuency:SMINimum
021D - SCURrent         SCUR        :MEASure:FREQuency:SCURrent
021E - SAVerage         SAV         :MEASure:FREQuency:SAVerage
021F - SDEViation       SDEV        :MEASure:FREQuency:SDEViation
0221 - SMAXimum?        SMAX?       :MEASure:FTIMe:SMAXimum?
0222 - SMINimum?        SMIN?       :MEASure:FTIMe:SMINimum?
0223 - SCURrent?        SCUR?       :MEASure:FTIMe:SCURrent?
0224 - SAVerage?        SAV?        :MEASure:FTIMe:SAVerage?
0225 - SDEViation?      SDEV?       :MEASure:FTIMe:SDEViation?
0226 - SMAXimum         SMAX        :MEASure:FTIMe:SMAXimum
0227 - SMINimum         SMIN        :MEASure:FTIMe:SMINimum
0228 - SCURrent         SCUR        :MEASure:FTIMe:SCURrent
0229 - SAVerage         SAV         :MEASure:FTIMe:SAVerage
022A - SDEViation       SDEV        :MEASure:FTIMe:SDEViation
022C - SMAXimum?        SMAX?       :MEASure:NDUTy:SMAXimum?
022D - SMINimum?        SMIN?       :MEASure:NDUTy:SMINimum?
022E - SCURrent?        SCUR?       :MEASure:NDUTy:SCURrent?
022F - SAVerage?        SAV?        :MEASure:NDUTy:SAVerage?
0230 - SDEViation?      SDEV?       :MEASure:NDUTy:SDEViation?
0231 - SMAXimum         SMAX        :MEASure:NDUTy:SMAXimum
0232 - SMINimum         SMIN        :MEASure:NDUTy:SMINimum
0233 - SCURrent         SCUR        :MEASure:NDUTy:SCURrent
0234 - SAVerage         SAV         :MEASure:NDUTy:SAVerage
0235 - SDEViation       SDEV        :MEASure:NDUTy:SDEViation
0237 - SMAXimum?        SMAX?       :MEASure:NWIDth:SMAXimum?
0238 - SMINimum?        SMIN?       :MEASure:NWIDth:SMINimum?
0239 - SCURrent?        SCUR?       :MEASure:NWIDth:SCURrent?
023A - SAVerage?        SAV?        :MEASure:NWIDth:SAVerage?
023B - SDEViation?      SDEV?       :MEASure:NWIDth:SDEViation?
023C - SMAXimum         SMAX        :MEASure:NWIDth:SMAXimum
023D - SMINimum         SMIN        :MEASure:NWIDth:SMINimum
023E - SCURrent         SCUR        :MEASure:NWIDth:SCURrent
023F - SAVerage         SAV         :MEASure:NWIDth:SAVerage
0240 - SDEViation       SDEV        :MEASure:NWIDth:SDEViation
0242 - SMAXimum?        SMAX?       :MEASure:OVERshoot:SMAXimum?
0243 - SMINimum?        SMIN?       :MEASure:OVERshoot:SMINimum?
0244 - SCURrent?        SCUR?       :MEASure:OVERshoot:SCURrent?
0245 - SAVerage?        SAV?        :MEASure:OVERshoot:SAVerage?
0246 - SDEViation?      SDEV?       :MEASure:OVERshoot:SDEViation?
0247 - SMAXimum         SMAX        :MEASure:OVERshoot:SMAXimum
0248 - SMINimum         SMIN        :MEASure:OVERshoot:SMINimum
0249 - SCURrent         SCUR        :MEASure:OVERshoot:SCURrent
024A - SAVerage         SAV         :MEASure:OVERshoot:SAVerage
024B - SDEViation       SDEV        :MEASure:OVERshoot:SDEViation
024D - SMAXimum?        SMAX?       :MEASure:PDUTy:SMAXimum?
024E - SMINimum?        SMIN?       :MEASure:PDUTy:SMINimum?
024F - SCURrent?        SCUR?       :MEASure:PDUTy:SCURrent?
0250 - SAVerage?        SAV?        :MEASure:PDUTy:SAVerage?
0251 - SDEViation?      SDEV?       :MEASure:PDUTy:SDEViation?
0252 - SMAXimum         SMAX        :MEASure:PDUTy:SMAXimum
0253 - SMINimum         SMIN        :MEASure:PDUTy:SMINimum
0254 - SCURrent         SCUR        :MEASure:PDUTy:SCURrent
0255 - SAVerage         SAV         :MEASure:PDUTy:SAVerage
0256 - SDEViation       SDEV        :MEASure:PDUTy:SDEViation
0258 - SMAXimum?        SMAX?       :MEASure:PERiod:SMAXimum?
0259 - SMINimum?        SMIN?       :MEASure:PERiod:SMINimum?
025A - SCURrent?        SCUR?       :MEASure:PERiod:SCURrent?
025B - SAVerage?        SAV?        :MEASure:PERiod:SAVerage?
025C - SDEViation?      SDEV?       :MEASure:PERiod:SDEViation?
025D - SMAXimum         SMAX        :MEASure:PERiod:SMAXimum
025E - SMINimum         SMIN        :MEASure:PERiod:SMINimum
025F - SCURrent         SCUR        :MEASure:PERiod:SCURrent
0260 - SAVerage         SAV         :MEASure:PERiod:SAVerage
0261 - SDEViation       SDEV        :MEASure:PERiod:SDEViation
0263 - SMAXimum?        SMAX?       :MEASure:PREShoot:SMAXimum?
0264 - SMINimum?        SMIN?       :MEASure:PREShoot:SMINimum?
0265 - SCURrent?        SCUR?       :MEASure:PREShoot:SCURrent?
0266 - SAVerage?        SAV?        :MEASure:PREShoot:SAVerage?
0267 - SDEViation?      SDEV?       :MEASure:PREShoot:SDEViation?
0268 - SMAXimum         SMAX        :MEASure:PREShoot:SMAXimum
0269 - SMINimum         SMIN        :MEASure:PREShoot:SMINimum
026A - SCURrent         SCUR        :MEASure:PREShoot:SCURrent
026B - SAVerage         SAV         :MEASure:PREShoot:SAVerage
026C - SDEViation       SDEV        :MEASure:PREShoot:SDEViation
026E - SMAXimum?        SMAX?       :MEASure:PWIDth:SMAXimum?
026F - SMINimum?        SMIN?       :MEASure:PWIDth:SMINimum?
0270 - SCURrent?        SCUR?       :MEASure:PWIDth:SCURrent?
0271 - SAVerage?        SAV?        :MEASure:PWIDth:SAVerage?
0272 - SDEViation?      SDEV?       :MEASure:PWIDth:SDEViation?
0273 - SMAXimum         SMAX        :MEASure:PWIDth:SMAXimum
0274 - SMINimum         SMIN        :MEASure:PWIDth:SMINimum
0275 - SCURrent         SCUR        :MEASure:PWIDth:SCURrent
0276 - SAVerage         SAV         :MEASure:PWIDth:SAVerage
0277 - SDEViation       SDEV        :MEASure:PWIDth:SDEViation
0279 - SMAXimum?        SMAX?       :MEASure:RTIMe:SMAXimum?
027A - SMINimum?        SMIN?       :MEASure:RTIMe:SMINimum?
027B - SCURrent?        SCUR?       :MEASure:RTIMe:SCURrent?
027C - SAVerage?        SAV?        :MEASure:RTIMe:SAVerage?
027D - SDEViation?      SDEV?       :MEASure:RTIMe:SDEViation?
027E - SMAXimum         SMAX        :MEASure:RTIMe:SMAXimum
027F - SMINimum         SMIN        :MEASure:RTIMe:SMINimum
0280 - SCURrent         SCUR        :MEASure:RTIMe:SCURrent
0281 - SAVerage         SAV         :MEASure:RTIMe:SAVerage
0282 - SDEViation       SDEV        :MEASure:RTIMe:SDEViation
0284 - SMAXimum?        SMAX?       :MEASure:RDELay:SMAXimum?
0285 - SMINimum?        SMIN?       :MEASure:RDELay:SMINimum?
0286 - SCURrent?        SCUR?       :MEASure:RDELay:SCURrent?
0287 - SAVerage?        SAV?        :MEASure:RDELay:SAVerage?
0288 - SDEViation?      SDEV?       :MEASure:RDELay:SDEViation?
0289 - SMAXimum         SMAX        :MEASure:RDELay:SMAXimum
028A - SMINimum         SMIN        :MEASure:RDELay:SMINimum
028B - SCURrent         SCUR        :MEASure:RDELay:SCURrent
028C - SAVerage         SAV         :MEASure:RDELay:SAVerage
028D - SDEViation       SDEV        :MEASure:RDELay:SDEViation
028F - SMAXimum?        SMAX?       :MEASure:RPHase:SMAXimum?
0290 - SMINimum?        SMIN?       :MEASure:RPHase:SMINimum?
0291 - SCURrent?        SCUR?       :MEASure:RPHase:SCURrent?
0292 - SAVerage?        SAV?        :MEASure:RPHase:SAVerage?
0293 - SDEViation?      SDEV?       :MEASure:RPHase:SDEViation?
0294 - SMAXimum         SMAX        :MEASure:RPHase:SMAXimum
0295 - SMINimum         SMIN        :MEASure:RPHase:SMINimum
0296 - SCURrent         SCUR        :MEASure:RPHase:SCURrent
0297 - SAVerage         SAV         :MEASure:RPHase:SAVerage
0298 - SDEViation       SDEV        :MEASure:RPHase:SDEViation
029A - SMAXimum?        SMAX?       :MEASure:VAMP:SMAXimum?
029B - SMINimum?        SMIN?       :MEASure:VAMP:SMINimum?
029C - SCURrent?        SCUR?       :MEASure:VAMP:SCURrent?
029D - SAVerage?        SAV?        :MEASure:VAMP:SAVerage?
029E - SDEViation?      SDEV?       :MEASure:VAMP:SDEViation?
029F - SMAXimum         SMAX        :MEASure:VAMP:SMAXimum
02A0 - SMINimum         SMIN        :MEASure:VAMP:SMINimum
02A1 - SCURrent         SCUR        :MEASure:VAMP:SCURrent
02A2 - SAVerage         SAV         :MEASure:VAMP:SAVerage
02A3 - SDEViation       SDEV        :MEASure:VAMP:SDEViation
02A5 - SMAXimum?        SMAX?       :MEASure:VAVG:SMAXimum?
02A6 - SMINimum?        SMIN?       :MEASure:VAVG:SMINimum?
02A7 - SCURrent?        SCUR?       :MEASure:VAVG:SCURrent?
02A8 - SAVerage?        SAV?        :MEASure:VAVG:SAVerage?
02A9 - SDEViation?      SDEV?       :MEASure:VAVG:SDEViation?
02AA - SMAXimum         SMAX        :MEASure:VAVG:SMAXimum
02AB - SMINimum         SMIN        :MEASure:VAVG:SMINimum
02AC - SCURrent         SCUR        :MEASure:VAVG:SCURrent
02AD - SAVerage         SAV         :MEASure:VAVG:SAVerage
02AE - SDEViation       SDEV        :MEASure:VAVG:SDEViation
02B0 - SMAXimum?        SMAX?       :MEASure:VBASe:SMAXimum?
02B1 - SMINimum?        SMIN?       :MEASure:VBASe:SMINimum?
02B2 - SCURrent?        SCUR?       :MEASure:VBASe:SCURrent?
02B3 - SAVerage?        SAV?        :MEASure:VBASe:SAVerage?
02B4 - SDEViation?      SDEV?       :MEASure:VBASe:SDEViation?
02B5 - SMAXimum         SMAX        :MEASure:VBASe:SMAXimum
02B6 - SMINimum         SMIN        :MEASure:VBASe:SMINimum
02B7 - SCURrent         SCUR        :MEASure:VBASe:SCURrent
02B8 - SAVerage         SAV         :MEASure:VBASe:SAVerage
02B9 - SDEViation       SDEV        :MEASure:VBASe:SDEViation
02BB - SMAXimum?        SMAX?       :MEASure:VMAX:SMAXimum?
02BC - SMINimum?        SMIN?       :MEASure:VMAX:SMINimum?
02BD - SCURrent?        SCUR?       :MEASure:VMAX:SCURrent?
02BE - SAVerage?        SAV?        :MEASure:VMAX:SAVerage?
02BF - SDEViation?      SDEV?       :MEASure:VMAX:SDEViation?
02C0 - SMAXimum         SMAX        :MEASure:VMAX:SMAXimum
02C1 - SMINimum         SMIN        :MEASure:VMAX:SMINimum
02C2 - SCURrent         SCUR        :MEASure:VMAX:SCURrent
02C3 - SAVerage         SAV         :MEASure:VMAX:SAVerage
02C4 - SDEViation       SDEV        :MEASure:VMAX:SDEViation
02C6 - SMAXimum?        SMAX?       :MEASure:VMIN:SMAXimum?
02C7 - SMINimum?        SMIN?       :MEASure:VMIN:SMINimum?
02C8 - SCURrent?        SCUR?       :MEASure:VMIN:SCURrent?
02C9 - SAVerage?        SAV?        :MEASure:VMIN:SAVerage?
02CA - SDEViation?      SDEV?       :MEASure:VMIN:SDEViation?
02CB - SMAXimum         SMAX        :MEASure:VMIN:SMAXimum
02CC - SMINimum         SMIN        :MEASure:VMIN:SMINimum
02CD - SCURrent         SCUR        :MEASure:VMIN:SCURrent
02CE - SAVerage         SAV         :MEASure:VMIN:SAVerage
02CF - SDEViation       SDEV        :MEASure:VMIN:SDEViation
02D1 - SMAXimum?        SMAX?       :MEASure:VPP:SMAXimum?
02D2 - SMINimum?        SMIN?       :MEASure:VPP:SMINimum?
02D3 - SCURrent?        SCUR?       :MEASure:VPP:SCURrent?
02D4 - SAVerage?        SAV?        :MEASure:VPP:SAVerage?
02D5 - SDEViation?      SDEV?       :MEASure:VPP:SDEViation?
02D6 - SMAXimum         SMAX        :MEASure:VPP:SMAXimum
02D7 - SMINimum         SMIN        :MEASure:VPP:SMINimum
02D8 - SCURrent         SCUR        :MEASure:VPP:SCURrent
02D9 - SAVerage         SAV         :MEASure:VPP:SAVerage
02DA - SDEViation       SDEV        :MEASure:VPP:SDEViation
02DC - SMAXimum?        SMAX?       :MEASure:VRMS:SMAXimum?
02DD - SMINimum?        SMIN?       :MEASure:VRMS:SMINimum?
02DE - SCURrent?        SCUR?       :MEASure:VRMS:SCURrent?
02DF - SAVerage?        SAV?        :MEASure:VRMS:SAVerage?
02E0 - SDEViation?      SDEV?       :MEASure:VRMS:SDEViation?
02E1 - SMAXimum         SMAX        :MEASure:VRMS:SMAXimum
02E2 - SMINimum         SMIN        :MEASure:VRMS:SMINimum
02E3 - SCURrent         SCUR        :MEASure:VRMS:SCURrent
02E4 - SAVerage         SAV         :MEASure:VRMS:SAVerage
02E5 - SDEViation       SDEV        :MEASure:VRMS:SDEViation
02E7 - SMAXimum?        SMAX?       :MEASure:VTOP:SMAXimum?
02E8 - SMINimum?        SMIN?       :MEASure:VTOP:SMINimum?
02E9 - SCURrent?        SCUR?       :MEASure:VTOP:SCURrent?
02EA - SAVerage?        SAV?        :MEASure:VTOP:SAVerage?
02EB - SDEViation?      SDEV?       :MEASure:VTOP:SDEViation?
02EC - SMAXimum         SMAX        :MEASure:VTOP:SMAXimum
02ED - SMINimum         SMIN        :MEASure:VTOP:SMINimum
02EE - SCURrent         SCUR        :MEASure:VTOP:SCURrent
02EF - SAVerage         SAV         :MEASure:VTOP:SAVerage
02F0 - SDEViation       SDEV        :MEASure:VTOP:SDEViation
02F1 - SA?              SA?         :MEASure:EPOSition:SA?
02F2 - SB?              SB?         :MEASure:EPOSition:SB?
02F3 - SA?              SA?         :MEASure:NPOSition:SA?
02F4 - SB?              SB?         :MEASure:NPOSition:SB?
02F5 - DISPlay          DISP        :REFerence:DISPlay
02F6 - DISPlay?         DISP?       :REFerence:DISPlay?
02F7 - ENABle           ENAB        :REFerence<n>:ENABle
02F8 - ENABle?          ENAB?       :REFerence<n>:ENABle?
02F9 - SOURce           SOUR        :REFerence<n>:SOURce
02FA - SOURce?          SOUR?       :REFerence<n>:SOURce?
02FB - VSCale           VSC         :REFerence<n>:VSCale
02FC - VSCale?          VSC?        :REFerence<n>:VSCale?
02FD - VOFFset          VOFF        :REFerence<n>:VOFFset
02FE - VOFFset?         VOFF?       :REFerence<n>:VOFFset?
02FF - RESet            RES         :REFerence<n>:RESet
0300 - MTESt            MTES        :RECall:MTESt
0301 - REFerence        REF         :RECall:REFerence
0302 - RWAVeform        RWAV        :RECall:RWAVeform
0303 - SETup            SET         :RECall:SETup
0304 - TRACe            TRAC        :RECall:TRACe
0305 - WAVeform         WAV         :RECall:WAVeform
0306 - MODel            MOD         :RIGol:MODel
0307 - MODel?           MOD?        :RIGol:MODel?
0308 - STARt            STAR        :SAVE:CSV[:STARt]
0309 - FACTors          FACT        :SAVE:CSV:FACTors
030A - FACTors?         FACT?       :SAVE:CSV:FACTors?
030B - LENGth           LENG        :SAVE:CSV:LENGth
030C - LENGth?          LENG?       :SAVE:CSV:LENGth?
030D - STARt            STAR        :SAVE:IMAGe[:STARt]
030E - TYPE             TYPE        :SAVE:IMAGe:TYPE
030F - TYPE?            TYPE?       :SAVE:IMAGe:TYPE?
0310 - FACTors          FACT        :SAVE:IMAGe:FACTors
0311 - FACTors?         FACT?       :SAVE:IMAGe:FACTors?
0312 - STARt            STAR        :SAVE:MTESt[:STARt]
0313 - STARt            STAR        :SAVE:REFerence[:STARt]
0314 - STARt            STAR        :SAVE:RWAVeform[:STARt]
0315 - STARt            STAR        :SAVE:SETup[:STARt]
0316 - STARt            STAR        :SAVE:TRACe[:STARt]
0317 - STARt            STAR        :SAVE:WAVeform[:STARt]
0318 - FORMat           FORM        :SAVE:FORMat
0319 - FORMat?          FORM?       :SAVE:FORMat?
031A - EVENt?           EVEN?       :STATus:OPERation[:EVENt]?
031B - CONDition?       COND?       :STATus:OPERation:CONDition?
031C - ENABle           ENAB        :STATus:OPERation:ENABle
031D - ENAble?          ENA?        :STATus:OPERation:ENAble?
031E - EVENt?           EVEN?       :STATus:QUEStionable[:EVENt]?
031F - CONDition?       COND?       :STATus:QUEStionable:CONDition?
0320 - ENABle           ENAB        :STATus:QUEStionable:ENABle
0321 - ENAble?          ENA?        :STATus:QUEStionable:ENAble?
0322 - PRESet           PRES        :STATus:PRESet
0323 - BEEPer           BEEP        :SYSTem:BEEPer
0324 - BEEPer?          BEEP?       :SYSTem:BEEPer?
0325 - DATE             DATE        :SYSTem:DATE
0326 - DATE?            DATE?       :SYSTem:DATE?
0327 - NEXT?            NEXT?       :SYSTem:ERRor[:NEXT]?
0328 - EXPand           EXP         :SYSTem:EXPand
0329 - EXPand?          EXP?        :SYSTem:EXPand?
032A - LANGuage         LANG        :SYSTem:LANGuage
032B - LANGuage?        LANG?       :SYSTem:LANGuage?
032C - PON              PON         :SYSTem:PON
032D - PON?             PON?        :SYSTem:PON?
032E - PRESs            PRES        :SYSTem:PRESs
032F - TIME             TIME        :SYSTem:SSAVer:TIME
0330 - TIME?            TIME?       :SYSTem:SSAVer:TIME?
0331 - MODE             MODE        :SYSTem:SSAVer:MODE
0332 - MODE?            MODE?       :SYSTem:SSAVer:MODE?
0333 - STRing           STR         :SYSTem:SSAVer:STRing
0334 - STRing?          STR?        :SYSTem:SSAVer:STRing?
0335 - SETup            SET         :SYSTem:SETup
0336 - SETup?           SET?        :SYSTem:SETup?
0337 - TIME             TIME        :SYSTem:TIME
0338 - TIME?            TIME?       :SYSTem:TIME?
0339 - TURN             TURN        :SYSTem:TURN
033A - VERSion?         VERS?       :SYSTem:VERSion?
033B - ETIMpedence      ETIM        :SYSTem:ETIMpedence
033C - ETIMpedence?     ETIM?       :SYSTem:ETIMpedence?
033D - AOUTput          AOUT        :SYSTem:AOUTput
033E - AOUTput?         AOUT?       :SYSTem:AOUTput?
033F - PSTatus          PST         :SYSTem:PSTatus
0340 - PSTatus?         PST?        :SYSTem:PSTatus?
0341 - RCLock           RCL         :SYSTem:RCLock
0342 - RCLock?          RCL?        :SYSTem:RCLock?
0343 - RESet            RES         :SYSTem:RESet
0344 - INSTall          INST        :SYSTem:OPTion:INSTall
0345 - UNINstall        UNIN        :SYSTem:OPTion:UNINstall
0346 - VALid?           VAL?        :SYSTem:OPTion:VALid?
0347 - UDEVice          UDEV        :SYSTem:UDEVice
0348 - UDEVice?         UDEV?       :SYSTem:UDEVice?
0349 - GPIB             GPIB        :SYSTem:GPIB
034A - GPIB?            GPIB?       :SYSTem:GPIB?
034B - GAMount?         GAM?        :SYSTem:GAMount?
034C - RAMount?         RAM?        :SYSTem:RAMount?
034D - QSET             QSET        :SYSTem:QSET
034E - ERASe            ERAS        :SYSTem:ERASe
034F - AUToscale        AUT         :SYSTem:AUToscale
0350 - AUToscale?       AUT?        :SYSTem:AUToscale?
0351 - MEASure          MEAS        :SYSTem:MEASure
0352 - MEASure?         MEAS?       :SYSTem:MEASure?
0353 - PRESs            PRES        :SYSTem:KEY:PRESs
0354 - INCRease         INCR        :SYSTem:KEY:INCRease
0355 - DECRease         DECR        :SYSTem:KEY:DECRease
0356 - LOCK             LOCK        :SYSTem:KEY:LOCK
0357 - LOCK?            LOCK?       :SYSTem:KEY:LOCK?
0358 - A                A           :SYSTem:A
0359 - A?               A?          :SYSTem:A?
035A - B                B           :SYSTem:B
035B - B?               B?          :SYSTem:B?
035C - C                C           :SYSTem:C
035D - C?               C?          :SYSTem:C?
035E - D                D           :SYSTem:D
035F - D?               D?          :SYSTem:D?
0360 - E                E           :SYSTem:E
0361 - E?               E?          :SYSTem:E?
0362 - OFFSet           OFFS        :TIMebase:DELay:OFFSet
0363 - OFFSet?          OFFS?       :TIMebase:DELay:OFFSet?
0364 - SCALe            SCAL        :TIMebase:DELay:SCALe
0365 - SCALe?           SCAL?       :TIMebase:DELay:SCALe?
0366 - ENABle           ENAB        :TIMebase:DELay:ENABle
0367 - ENABle?          ENAB?       :TIMebase:DELay:ENABle?
0368 - OFFSet           OFFS        :TIMebase[:MAIN]:OFFSet
0369 - OFFSet?          OFFS?       :TIMebase[:MAIN]:OFFSet?
036A - SCALe            SCAL        :TIMebase[:MAIN]:SCALe
036B - SCALe?           SCAL?       :TIMebase[:MAIN]:SCALe?
036C - MODE             MODE        :TIMebase:MODE
036D - MODE?            MODE?       :TIMebase:MODE?
036E - DISPlay          DISP        :TIMebase:XY1:DISPlay
036F - DISPlay?         DISP?       :TIMebase:XY1:DISPlay?
0370 - DISPlay          DISP        :TIMebase:XY2:DISPlay
0371 - DISPlay?         DISP?       :TIMebase:XY2:DISPlay?
0372 - MODE             MODE        :TIMebase:HREF:MODE
0373 - MODE?            MODE?       :TIMebase:HREF:MODE?
0374 - POSition         POS         :TIMebase:HREF:POSition
0375 - POSition?        POS?        :TIMebase:HREF:POSition?
0376 - VERNier          VERN        :TIMebase:VERNier
0377 - VERNier?         VERN?       :TIMebase:VERNier?
0378 - SOURce           SOUR        :TRIGger:EDGe:SOURce
0379 - SOURce?          SOUR?       :TRIGger:EDGe:SOURce?
037A - SLOPe            SLOP        :TRIGger:EDGe:SLOPe
037B - SLOPe?           SLOP?       :TRIGger:EDGe:SLOPe?
037C - LEVel            LEV         :TRIGger:EDGe:LEVel
037D - LEVel?           LEV?        :TRIGger:EDGe:LEVel?
037E - WHEN             WHEN        :TRIGger:IIC:WHEN
037F - WHEN?            WHEN?       :TRIGger:IIC:WHEN?
0380 - SCL              SCL         :TRIGger:IIC:SCL
0381 - SCL?             SCL?        :TRIGger:IIC:SCL?
0382 - SDA              SDA         :TRIGger:IIC:SDA
0383 - SDA?             SDA?        :TRIGger:IIC:SDA?
0384 - AWIDth           AWID        :TRIGger:IIC:AWIDth
0385 - AWIDth?          AWID?       :TRIGger:IIC:AWIDth?
0386 - ADDRess          ADDR        :TRIGger:IIC:ADDRess
0387 - ADDRess?         ADDR?       :TRIGger:IIC:ADDRess?
0388 - DIRection        DIR         :TRIGger:IIC:DIRection
0389 - DIRection?       DIR?        :TRIGger:IIC:DIRection?
038A - DATA             DATA        :TRIGger:IIC:DATA
038B - DATA?            DATA?       :TRIGger:IIC:DATA?
038C - QUALifier        QUAL        :TRIGger:IIC:QUALifier
038D - QUALifier?       QUAL?       :TRIGger:IIC:QUALifier?
038E - CLEVel           CLEV        :TRIGger:IIC:CLEVel
038F - CLEVel?          CLEV?       :TRIGger:IIC:CLEVel?
0390 - DLEVel           DLEV        :TRIGger:IIC:DLEVel
0391 - DLEVel?          DLEV?       :TRIGger:IIC:DLEVel?
0392 - PATTern          PATT        :TRIGger:PATTern:PATTern
0393 - PATTern?         PATT?       :TRIGger:PATTern:PATTern?
0394 - LEVel            LEV         :TRIGger:PATTern:LEVel
0395 - LEVel?           LEV?        :TRIGger:PATTern:LEVel?
0396 - LEVel            LEV         :TRIGger:PULSe:LEVel
0397 - LEVel?           LEV?        :TRIGger:PULSe:LEVel?
0398 - SOURce           SOUR        :TRIGger:PULSe:SOURce
0399 - SOURce?          SOUR?       :TRIGger:PULSe:SOURce?
039A - WHEN             WHEN        :TRIGger:PULSe:WHEN
039B - WHEN?            WHEN?       :TRIGger:PULSe:WHEN?
039C - WIDTh            WIDT        :TRIGger:PULSe:WIDTh
039D - WIDTh?           WIDT?       :TRIGger:PULSe:WIDTh?
039E - UWIDth           UWID        :TRIGger:PULSe:UWIDth
039F - UWIDth?          UWID?       :TRIGger:PULSe:UWIDth?
03A0 - LWIDth           LWID        :TRIGger:PULSe:LWIDth
03A1 - LWIDth?          LWID?       :TRIGger:PULSe:LWIDth?
03A2 - BAUD             BAUD        :TRIGger:RS232:BAUD
03A3 - BAUD?            BAUD?       :TRIGger:RS232:BAUD?
03A4 - BUSer            BUS         :TRIGger:RS232:BUSer
03A5 - BUSer?           BUS?        :TRIGger:RS232:BUSer?
03A6 - DATA             DATA        :TRIGger:RS232:DATA
03A7 - DATA?            DATA?       :TRIGger:RS232:DATA?
03A8 - PARity           PAR         :TRIGger:RS232:PARity
